 1138.000, 54.000, 88.000,0,0,,,255,255,255
 1151.000, 61.000, 34.000,0,0,,,255,255,255
 1190.000, 81.000, 69.000,0,0,,,255,255,255
 1152.000, 73.000, 35.000,0,0,,,255,255,255
 1086.000, 68.000, 87.000,0,0,,,255,255,255
 1097.000, 72.000, 31.000,0,0,,,255,255,255
 1222.000, 87.000, 84.000,0,0,,,255,255,255
 1227.000, 86.000, 46.000,0,0,,,255,255,255
 1206.000, 101.000, 69.000,0,0,,,255,255,255
 1203.000, 102.000, 55.000,0,0,,,255,255,255
 1233.000, 76.000, 87.000,0,0,,,255,255,255
 1239.000, 83.000, 37.000,0,0,,,255,255,255
 1214.000, 52.000, 69.000,0,0,,,255,255,255
 1212.000, 50.000, 57.000,0,0,,,255,255,255
 1225.000, 70.000, 76.000,0,0,,,255,255,255
 1229.000, 67.000, 47.000,0,0,,,255,255,255
 1167.000, 47.000, 66.000,0,0,,,255,255,255
 1177.000, 51.000, 52.000,0,0,,,255,255,255
 1150.000, 79.000, 90.000,0,0,,,255,255,255
 1160.000, 82.000, 35.000,0,0,,,255,255,255
 1162.000, 49.000, 81.000,0,0,,,255,255,255
 1176.000, 52.000, 41.000,0,0,,,255,255,255
 1164.000, 66.000, 84.000,0,0,,,255,255,255
 1171.000, 70.000, 43.000,0,0,,,255,255,255
 1255.000, 105.000, 63.000,0,0,,,255,255,255
 834.000, 99.000, 77.000,0,0,,,255,255,255
 825.000, 96.000, 42.000,0,0,,,255,255,255
 219.000, 82.000, 74.000,0,0,,,255,255,255
 220.000, 82.000, 56.000,0,0,,,255,255,255
 1135.000, 91.000, 87.000,0,0,,,255,255,255
 1145.000, 96.000, 37.000,0,0,,,255,255,255
 1402.000, 84.000, 80.000,0,0,,,255,255,255
 1422.000, 82.000, 39.000,0,0,,,255,255,255
 1451.000, 71.000, 85.000,0,0,,,255,255,255
 1441.000, 76.000, 36.000,0,0,,,255,255,255
 1520.000, 46.000, 63.000,0,0,,,255,255,255
 1486.000, 103.000, 60.000,0,0,,,255,255,255
 1419.000, 82.000, 81.000,0,0,,,255,255,255
 1404.000, 86.000, 42.000,0,0,,,255,255,255
 1493.000, 45.000, 65.000,0,0,,,255,255,255
 1423.000, 60.000, 82.000,0,0,,,255,255,255
 1424.000, 59.000, 39.000,0,0,,,255,255,255
 1185.000, 79.000, 90.000,0,0,,,255,255,255
 1197.000, 82.000, 36.000,0,0,,,255,255,255
 1193.000, 93.000, 82.000,0,0,,,255,255,255
 1199.000, 94.000, 45.000,0,0,,,255,255,255
 1209.000, 72.000, 86.000,0,0,,,255,255,255
 1219.000, 77.000, 37.000,0,0,,,255,255,255
 1187.000, 95.000, 71.000,0,0,,,255,255,255
 1186.000, 96.000, 54.000,0,0,,,255,255,255
 1192.000, 58.000, 89.000,0,0,,,255,255,255
 1199.000, 61.000, 35.000,0,0,,,255,255,255
 1226.000, 94.000, 70.000,0,0,,,255,255,255
 1224.000, 102.000, 53.000,0,0,,,255,255,255
 1208.000, 56.000, 89.000,0,0,,,255,255,255
 1218.000, 62.000, 32.000,0,0,,,255,255,255
 1253.000, 74.000, 89.000,0,0,,,255,255,255
 1259.000, 79.000, 39.000,0,0,,,255,255,255
 1178.000, 84.000, 80.000,0,0,,,255,255,255
 1183.000, 82.000, 44.000,0,0,,,255,255,255
 1166.000, 74.000, 92.000,0,0,,,255,255,255
 1179.000, 75.000, 33.000,0,0,,,255,255,255
 1243.000, 69.000, 77.000,0,0,,,255,255,255
 1248.000, 71.000, 44.000,0,0,,,255,255,255
 1132.000, 35.000, 59.000,0,0,,,255,255,255
 1175.000, 96.000, 85.000,0,0,,,255,255,255
 1184.000, 96.000, 38.000,0,0,,,255,255,255
 1162.000, 89.000, 85.000,0,0,,,255,255,255
 1173.000, 89.000, 37.000,0,0,,,255,255,255
 1150.000, 44.000, 75.000,0,0,,,255,255,255
 1158.000, 56.000, 45.000,0,0,,,255,255,255
 1218.000, 59.000, 50.000,0,0,,,255,255,255
 1210.000, 86.000, 72.000,0,0,,,255,255,255
 1210.000, 84.000, 50.000,0,0,,,255,255,255
 1205.000, 92.000, 85.000,0,0,,,255,255,255
 1215.000, 93.000, 38.000,0,0,,,255,255,255
 1225.000, 62.000, 90.000,0,0,,,255,255,255
 1235.000, 65.000, 32.000,0,0,,,255,255,255
 254.000, 57.000, 66.000,0,0,,,255,255,255
