##n,orderinfo,name,comment,z,x,y, pixmax,intensity,sdev,volsize,mass,,,, color_r,color_g,color_b
0, , ,, 64.000,1074.000,63.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,82.000,77.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 57.000,1518.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 62.000,281.000,94.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,900.000,102.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,977.000,112.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 62.000,1107.000,35.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 62.000,1237.000,34.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 62.000,1033.000,38.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1074.000,39.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1467.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,958.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,791.000,55.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,669.000,61.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1334.000,91.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 57.000,1315.000,91.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 57.000,1492.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 58.000,1368.000,94.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1455.000,100.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1486.000,103.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1275.000,105.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1355.000,108.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,887.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,1011.000,42.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,174.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,128.000,69.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,152.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 62.000,1314.000,75.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,271.000,75.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,233.000,85.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,252.000,81.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1433.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1570.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 58.000,1475.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1196.000,34.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1219.000,37.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1308.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,969.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,689.000,41.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,609.000,43.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,438.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1115.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,508.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,254.000,57.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,239.000,67.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1086.000,64.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,212.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1205.000,83.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,202.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1391.000,93.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,307.000,88.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,371.000,97.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1255.000,105.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,465.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1245.000,48.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1520.000,46.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,284.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,291.000,67.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 60.000,1462.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1452.000,85.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 71.000,334.000,90.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1005.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1294.000,96.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1523.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 61.000,1408.000,101.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1317.000,99.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1127.000,105.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1166.000,33.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1090.000,41.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,920.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,571.000,46.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,415.000,48.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1452.000,57.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1102.000,106.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,846.000,108.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1234.000,112.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1151.000,36.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 71.000,1182.000,36.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1430.000,37.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,745.000,42.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,984.000,42.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1493.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1246.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1577.000,49.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1147.000,99.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,481.000,100.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1216.000,111.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,808.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,729.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1167.000,47.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1443.000,78.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,731.000,81.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1348.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,424.000,99.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1437.000,99.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,570.000,107.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,649.000,107.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,718.000,109.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1118.000,37.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,782.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 66.000,1447.000,42.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1358.000,55.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,226.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,308.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 65.000,1459.000,77.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,694.000,83.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 71.000,270.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1206.000,101.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,1420.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1165.000,107.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1137.000,36.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 62.000,1411.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,1294.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,402.000,53.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,713.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1259.000,56.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1214.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,1381.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,196.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,174.000,79.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 63.000,1198.000,76.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,116.000,80.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1298.000,88.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,1263.000,87.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,1379.000,87.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1226.000,94.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,1246.000,95.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 64.000,1122.000,27.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 68.000,1473.000,43.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1096.000,55.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,297.000,57.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,324.000,55.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1324.000,58.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1415.000,68.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 67.000,1485.000,94.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1316.000,41.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1330.000,41.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1230.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1078.000,42.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,622.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1398.000,64.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1498.000,62.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1525.000,63.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1366.000,68.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,313.000,71.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1312.000,87.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,219.000,82.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 71.000,1187.000,95.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 71.000,1072.000,110.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,837.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1421.000,46.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,645.000,57.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1199.000,54.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1129.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1155.000,74.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1177.000,75.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 79.000,523.000,80.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1349.000,94.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1394.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1292.000,102.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1060.000,106.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1019.000,42.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1385.000,44.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1150.000,44.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,877.000,49.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1304.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1024.000,57.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1482.000,61.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1433.000,62.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1462.000,61.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,265.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1258.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1382.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,492.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,298.000,76.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1171.000,84.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1237.000,84.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1210.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1462.000,93.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1355.000,96.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1094.000,95.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 71.000,1282.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,782.000,105.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,911.000,108.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1132.000,111.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1067.000,39.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1253.000,41.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1343.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 79.000,720.000,59.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1234.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1107.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1147.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,231.000,73.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1357.000,76.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1072.000,83.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1255.000,81.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 73.000,1366.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1190.000,81.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1157.000,92.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,582.000,92.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1169.000,95.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1298.000,37.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1118.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1236.000,45.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1399.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1317.000,49.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 75.000,1348.000,63.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1225.000,70.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1305.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 79.000,255.000,73.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,279.000,73.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,240.000,80.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 72.000,1397.000,78.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 74.000,1318.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,449.000,85.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,851.000,92.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1437.000,92.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,265.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1125.000,95.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,834.000,99.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1259.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 69.000,1459.000,119.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1221.000,40.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1206.000,43.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 79.000,1451.000,53.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1091.000,49.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 79.000,1289.000,50.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,1364.000,62.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,367.000,64.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,1243.000,69.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1138.000,85.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 79.000,1462.000,86.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1331.000,91.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1116.000,111.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 70.000,1414.000,138.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,747.000,49.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 77.000,197.000,51.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,326.000,63.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1197.000,73.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 78.000,1322.000,74.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1104.000,84.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1178.000,84.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,464.000,88.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1333.000,52.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1162.000,49.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1218.000,57.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,618.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1247.000,55.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1291.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1498.000,71.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1288.000,83.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1402.000,84.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1419.000,82.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 81.000,1277.000,92.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 84.000,724.000,95.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 76.000,960.000,34.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,1268.000,44.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 80.000,1353.000,47.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1306.000,59.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,1060.000,90.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 86.000,932.000,91.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,1078.000,98.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,1406.000,58.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,459.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,1323.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 84.000,1164.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,401.000,75.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 84.000,652.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 86.000,1209.000,72.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1384.000,83.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,595.000,89.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,1193.000,93.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 83.000,1380.000,56.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 82.000,1423.000,60.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,877.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 87.000,1086.000,68.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 85.000,693.000,66.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 84.000,1180.000,67.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 86.000,567.000,65.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
0, , ,, 88.000,749.000,68.000, 0.000,0.000,0.000,0.000,0.000,,,,255,255,255
